mano_dominante,angolo_spalla_sx,angolo_spalla_dx,angolo_anca_sx,angolo_anca_dx,angolo_gomito_dx,angolo_gomito_sx,angolo_ginocchio_sx,angolo_ginocchio_dx,fase_tiro
destro,16.190645000566054,35.40376706587071,159.7923885616307,165.06691389171036,143.78683996163576,145.52743039746707,156.25479244650117,174.9780902184843,none
destro,15.608169999928565,34.628941717793914,158.6647313858647,166.15195256684615,144.51035113389997,143.41866913430465,156.51489535637174,174.21470253611042,none
destro,14.573402432003663,32.67206080112532,156.0217874327346,165.75320142496415,147.0344121692043,139.88055573202502,156.3935870415706,175.32855072991723,none
destro,13.53696505706771,28.03659108787456,153.43057363526754,165.21273560656923,142.28303140560826,137.73714626266883,154.12947424337966,176.04272267984388,none
destro,11.895184361664613,25.46201623690396,155.46776299014067,164.27063683472736,149.14558533113112,135.39153106391177,160.79862410437332,175.84093382304584,none
destro,10.783543824651883,23.94741654735669,154.14720637105654,164.98952811488434,149.9588001547243,134.44569792302852,164.43654158458477,173.4632246538569,none
destro,8.546832498218377,22.865883481861484,152.86800450698814,164.96168125382684,162.83804360684985,132.20869931780226,164.4300180452656,171.08135576468152,none
destro,7.313879588364409,20.79373378268123,151.50223916502512,165.01243648559418,178.5964578749006,129.290236899762,169.6881092080864,170.42652607094615,none
destro,6.724959219251517,17.68727799410901,151.7408471608265,165.5644125485806,166.01670729288742,129.47594238935196,174.71790946070425,169.7233998423077,none
destro,6.683716160017018,17.114684506917023,152.03762797768192,166.71465704503785,166.0220871723406,130.8125344900714,179.44142479534787,168.2739841686585,none
destro,6.845733874239439,16.810466372105058,152.57918417851243,166.01261844648016,179.28967242249482,129.30414757538327,177.41800254411493,168.9237669761282,none
destro,7.56196893733544,18.628815241297282,152.13275310358344,166.0229770011752,172.27792158737782,125.03000929005327,177.5769470562756,168.83833190444602,none
destro,7.506971247627859,18.936236715114244,151.92701976510537,165.9518138001796,169.71786257497087,117.06339452178582,178.3015219592927,168.55792084543043,none
destro,8.603118977433702,21.45662840774373,152.11104009922414,164.85952561276946,145.69121869184866,112.75458590828728,179.88167979148074,168.40649078653206,none
destro,9.336322092811235,24.147944431437345,151.68054557363826,166.2182389364626,148.17045928510248,87.55884327326729,178.67000526620583,168.22080220702065,none
destro,10.736514413162373,34.36104003365155,152.4980247007151,166.05022538722542,49.6749855815408,66.23099371448913,179.86180959491813,166.25074148160164,none
destro,12.193520636611638,38.82740789698539,155.00699924418473,165.8518433805352,22.924803243934814,55.286126773475154,174.7167497262411,166.66928953453126,none
destro,9.311971504730403,47.431442057855655,156.18892609552415,164.10077397116146,11.799645833556042,45.682473031751854,172.72596431319508,167.23527914373147,none
destro,0.8121016859183083,51.32075812781586,158.5454491075886,163.3881526514299,19.708986998478643,40.01035217519454,169.163689269636,168.18388826505264,none
destro,0.8577617776497916,57.878061429731275,162.06244977610606,161.61326879400255,23.34133915874594,36.037439862838276,165.97253920486224,168.47489507733215,none
destro,8.630759107003614,69.70124924252892,165.30191820161357,159.7521063085559,29.236579791948895,23.5601420666231,165.55245923017233,168.95570085698932,none
destro,21.2362150342149,85.24691054486229,167.2229578384937,160.26391939102814,47.6141731086357,10.704356843836747,163.51272430746948,167.84001589881078,none
destro,24.384971193850237,86.64643085397816,169.18394417807,161.24388800397114,47.25549939466716,5.430630793983242,163.4740140709987,166.8511263965171,none
destro,22.038169034003158,95.54451417472639,168.78151215802643,162.14504110067438,51.0784878745669,5.007448300723091,167.80776253272282,166.41163912321036,none
destro,24.054879599561627,97.72872200081468,167.00044179345386,163.01679955119394,53.057910447400516,4.17210014071647,170.72545793278923,167.8915507849872,none
destro,22.245833464821757,107.08991840653772,166.00745878633725,164.08469964632303,62.769658354823335,2.302852579627442,172.27524850684964,169.74443109796437,none
destro,151.63910976532583,112.43688750215071,164.99969522643613,163.98125943848902,67.76798282485919,171.5441917531741,174.36414359244293,172.82567338366,estensione
destro,35.33664989672557,108.05403525716983,164.6219214719284,164.76273982708136,64.37944928187659,54.73158713814114,175.21496129507094,174.14558153191493,none
destro,66.70635836841107,108.377817186236,163.7064436076883,165.0221921420339,64.46841389359196,84.89008637313502,175.56778308017388,174.99436406163693,estensione
destro,48.35325399938188,107.89476013091516,165.08439562772386,166.15042162118567,65.4992978700931,65.19830124008466,172.78260777541837,175.76515215544143,none
destro,97.94058663114464,109.80512925940093,164.85815722592815,166.43614282188918,68.27334418820085,114.70031810845475,173.0324065114161,176.6321759847221,estensione
destro,15.838312792731156,107.55855387181361,165.57109055290698,165.59466862296713,67.16321713643481,31.913012451457295,173.4080957986472,178.51156773783038,none
destro,8.98084996341056,108.4077957577255,165.76696149638695,164.44220034133062,65.93507117532029,8.696230653577762,175.25515980215434,178.72655255431678,none
destro,179.9604592820361,120.85609207992658,166.46161799268194,164.09868431961684,78.91400023745815,157.79231601795107,175.12527911421873,176.78698448890506,estensione
destro,162.73936265279463,133.44408600021004,165.0383563155375,164.11628161469568,97.17820855069581,174.1437053398753,177.34942367187517,175.43461241092723,estensione
destro,159.83296144683783,141.51340708877913,165.23734761177838,164.55952410754784,115.03680748997239,174.24019059841612,178.4755200669424,173.90144139684438,rilascio
destro,159.45744194316833,146.81250097749677,164.77245974281877,165.06299577293498,130.22723988549663,174.22110969785695,179.5666938696091,173.35177171509054,Follow-Through
destro,159.84933542696072,153.31827161468718,164.74820837494653,165.20334048425224,144.45258723253173,172.43819599831147,179.51529296214022,173.87675151059628,Follow-Through
destro,158.85193888931985,157.23370429039653,166.01425098800158,165.8374551151176,159.74246655230624,174.72356597893108,178.89456444589564,173.52408910413644,Follow-Through
destro,159.29332518825967,159.37315006944218,166.940464512471,167.26734386571738,165.62621374468446,173.35098936779372,177.50048011399937,174.85415134150327,rilascio
destro,157.93823491794274,160.65385664553602,167.59096442365612,168.5196118263791,169.34203546311127,177.6343816217246,176.59170851508722,176.66544320975865,rilascio
destro,159.3652175367261,160.3373245407874,169.38689865911553,168.90215682510342,167.85453565319452,177.0235484949043,174.64194993838058,176.82632527954348,rilascio
destro,159.7443723245683,160.56853351985896,169.51211589916917,169.05583088770445,167.7216666023784,176.6967613471015,174.75854680075687,176.55773047716897,rilascio
destro,160.40379996107436,161.66751128418232,169.83327866587408,169.61891580501097,165.71128422989744,178.4277304506631,174.53582017354032,178.204232857484,rilascio
destro,161.10958930264508,161.88298992806963,170.25382882826943,169.66627144318412,163.44154081133132,179.42200226842183,174.0888988903726,178.17075671841303,rilascio
destro,160.34906275006637,163.72383876848596,170.24428487426363,169.231382411138,163.8897625126471,177.7827996723386,173.75037328997655,178.3070456656975,rilascio
destro,159.78044461655094,163.8464772434342,169.87320809842595,168.98039868169622,164.44626130948248,177.0370864226155,173.7902236946624,177.9762733502879,rilascio
destro,159.55430504771257,162.78347969305486,169.68958334822037,168.82668080405023,162.76754501339227,178.63602241931156,173.67303911252154,177.61904959240445,rilascio
destro,158.67308361085102,162.4377190383209,169.36470318112063,168.96587493332123,162.39247973116562,178.25793215564497,174.31791336666902,178.23698898045197,rilascio
destro,159.62108932008994,163.28500462431242,168.66875316453982,169.35279546280873,162.86895059619422,178.76377488432362,176.97613577880801,179.69715110943716,rilascio
destro,160.90295215716876,163.7598909912298,169.45862519355643,169.26960528783817,162.35373922012917,179.83417648087732,176.84679514684373,178.0797356813948,rilascio
destro,162.11464314962225,163.81651752334508,169.23268880430874,168.72767071568543,162.061009900446,179.2261509262332,178.33560975516048,177.6118212869607,rilascio
destro,162.8678697572601,161.6846449634485,169.14043372168965,168.59154473771773,157.64142693371292,178.23606721484674,179.1429008893288,177.16543946965805,rilascio
destro,163.5436792581994,156.31538859875715,169.41706443275,168.1820504734065,149.05392744260595,176.86945821227548,179.96402756813995,177.43693644381247,rilascio
destro,162.11170601525677,149.3434988312014,169.37860385117312,168.13079117566292,137.6121569062647,176.447400366717,179.74854939979093,176.88244647968952,rilascio
destro,164.80292550254046,140.12732883305364,170.16417165102843,167.5076680132492,123.19063229925776,169.89419746520517,177.82224450458537,177.14092077224737,rilascio
destro,164.12333098633746,129.0552711285019,169.68182779701453,167.3467052309126,111.60988111776793,170.69230207589396,176.93151550700304,177.58861447996622,rilascio
destro,160.65462430567453,127.5915506967477,170.07989022816474,166.86264878168637,110.34404781049066,175.54476329090386,176.1854934827643,178.43598101409734,rilascio
