mano_dominante,angolo_spalla_sx,angolo_spalla_dx,angolo_anca_sx,angolo_anca_dx,angolo_gomito_dx,angolo_gomito_sx,angolo_ginocchio_sx,angolo_ginocchio_dx,fase_tiro
sinistro,70.92026073199666,12.616358582072275,159.76069688948456,166.71105257691627,19.625877368451732,31.304747669243604,170.07593084425721,165.0466097977102,estensione
sinistro,81.8991077537987,20.314942434818054,160.15523543515138,168.98814800722482,10.702887904906126,45.00805695153315,170.0209353758759,161.67762275763886,estensione
sinistro,88.82077132223834,38.65659117307526,161.74264274753654,169.23748708545887,9.21671507677467,50.19048375888754,169.12169692591058,163.31251626163873,estensione
sinistro,101.16586409010068,33.96386029441384,161.9727643849583,168.7281665348464,6.708157369295711,55.92853439175552,169.55670230520647,166.3912074450474,estensione
sinistro,102.25612426202775,25.137667639604548,164.05928355135012,166.96491459805128,1.2018891030882175,56.876876677724724,169.20978265848748,169.74805056717105,estensione
sinistro,107.38854355843284,13.88977295783262,164.732616274334,165.79081333635258,9.843086695143851,62.94813245656047,170.6748915482184,171.29310608427414,estensione
sinistro,111.7797983564526,120.000528175565,165.466735453617,163.04100534819645,136.04411033585177,67.83311630505222,173.2220976575997,173.6398142087669,estensione
sinistro,106.57058544414181,75.97576779527722,166.2679312230821,163.09454282793834,93.55024547734438,63.624162272860886,173.41707829858757,173.59579616618038,estensione
sinistro,102.33222133403746,66.87550272304169,166.4238658694788,163.28774282860968,83.9555846367748,61.292262511944884,174.62508719966678,173.75399306184318,estensione
sinistro,110.6107331949045,102.0337956291661,167.159579476263,162.6712700338014,119.36452255638478,71.55622091259536,176.03743265164366,174.36876432120593,estensione
sinistro,111.57819694565387,119.92163607563779,165.82522629066196,162.40639455389936,138.74219408502665,72.68612363673256,179.36669779067398,175.22087724079387,estensione
sinistro,112.31955991888839,140.95725550713266,164.93503405840048,163.63855595022105,161.68275404162927,74.11376365626371,179.23270028884585,175.23983637347348,estensione
sinistro,116.32965529624371,76.20312441655753,164.5275518185843,163.35583813890395,98.80494809652251,77.12332139864576,177.54494951219675,177.7225855971865,estensione
sinistro,125.33586642074854,152.4875443245818,164.5561267802158,164.77337565122272,177.28316039298537,86.96759314860834,176.86829819620635,177.4358701227752,estensione
sinistro,133.15549972119547,153.62614448221373,165.1857662743904,164.5528394649637,179.42164130557362,101.48988997785563,176.97427833809337,178.91758578838966,estensione
sinistro,139.64545418983806,156.22388300782197,166.33121783076155,164.6312338391818,175.5670707707225,120.73372985970822,176.26113805731626,179.80239158428557,estensione
sinistro,146.76410935193417,156.5188502564927,166.31995304070054,164.89509389633264,176.58882834021347,135.18061462940906,175.57330348360406,179.94102930865958,estensione
sinistro,153.85739413775028,156.52180086607754,166.55128808768106,165.7099334192391,177.0607489908673,148.77140687935463,175.438747926274,179.67585404346315,rilascio
sinistro,157.42253988093415,156.9808625219811,167.5656604580665,166.93553923081316,176.27339293907977,163.1899663625703,175.65964788901084,177.18532400373581,rilascio
sinistro,158.73740883222428,157.41097957898478,168.3103073831133,167.83457609752776,178.97886836257075,165.6819152932634,176.6554972730536,175.74770592344098,rilascio
sinistro,161.63497210312926,157.4879495031823,168.51036153695136,168.5071813348119,179.7686863550754,169.88897472059134,178.46285898149821,175.46632308442113,rilascio
sinistro,161.04766464958004,160.05059041232994,169.38393264849262,169.6770997850813,177.77319190691355,170.86838589195307,178.38605293048735,174.1158662114368,rilascio
